theta
[3.480092   6.34936972]
[63.20604146  6.89469045]
[63.59741686  7.02443102]
[64.31303588  7.24640927]
[64.89722066  7.40437709]
[65.50738049  7.53320794]
[66.03374808  7.66193683]
[66.57141622  7.70416585]
[67.06807863  7.80386963]
[67.28751159  7.78909244]
[67.74096139  7.8313026 ]
[68.18011517  7.87348373]
[68.57792304  7.9300278 ]
[68.98745779  7.90052722]
[69.3656198   7.80723769]
[69.58642964  7.76423998]
[70.11690791  7.69145573]
[70.80984762  7.61842961]
[71.64049798  7.56626369]
[72.43937248  7.50827353]
[73.07139712  7.49902597]
[73.67204262  7.51343581]
[73.9181776   7.51152425]
[74.49824955  7.59581956]
[74.98597956  7.67818058]
[75.45549319  7.76133496]
[75.89935461  7.88813463]
[76.28765745  7.99025306]
[76.64185842  8.15444137]
[76.86935917  8.19975985]
[77.32707651  8.50977288]
[77.82769668  8.8316032 ]
[78.45146117  9.04530292]
[79.05100607  9.19811369]
[79.57841987  9.35920714]
[79.83800592  9.3934849 ]
[80.38096864  9.43330326]
[80.77916171  9.60035083]
[81.11201676  9.94423742]
[81.27489625 10.40672232]
[81.42515832 10.93894808]
[81.57610484 11.55467548]
[81.6846551  11.89000951]
[81.8107027  12.67270295]
[81.95094539 13.57997587]
[81.82649022 14.26568661]
[81.47558963 14.6188834 ]
[81.16318352 14.90198417]
[81.01933288 14.97360975]
[80.70946088 15.11148538]
[80.42065349 15.1850734 ]
[80.14393663 15.1746423 ]
[79.91914776 15.10756803]
[79.72013498 14.99812419]
[79.50766577 14.86570925]
[79.41481049 14.82485069]
[79.28093268 14.65844803]
[79.10809869 14.56245159]
[78.98453701 14.50966318]
[78.86478821 14.44096614]
[78.79789932 14.37163743]
[78.75821651 14.37208901]
[78.74483464 14.35822017]
[78.7049918  14.34465061]
[78.54043241 14.27192729]
[78.26156695 14.21898171]
[77.88999325 14.16594552]
[77.54958467 14.12712999]
[77.20260328 14.09490077]
[76.9945066  14.10948109]
[76.67603434 14.18334782]
[76.32630875 14.24163261]
[76.01827776 14.34748101]
[75.82210271 14.46788725]
[75.57297372 14.57896228]
[75.32661981 14.75449524]
[75.18015314 14.79854312]
[74.87282752 14.89805694]
[74.47058203 14.83248614]
[73.98538626 14.78818054]
[73.55482698 14.70866296]
[73.10983851 14.60094688]
[72.91948862 14.46185083]
[72.63286569 14.19645388]
[72.3452763  13.88829671]
[72.14250467 13.5568569 ]
[71.9620054  13.23262478]
[71.83603862 12.95015427]
[71.63093038 12.79595657]
[71.52189715 12.74016795]
[71.35622063 12.52863377]
[71.27345168 12.42991222]
[71.05528104 12.3323066 ]
[70.7694308  12.24941456]
[70.42929865 12.18112218]
[70.27389439 12.26787285]
[69.92319558 12.41318743]
[69.60152658 12.68649721]
[69.30783172 13.01665085]
[69.11071936 13.43139191]
[68.91335145 13.83193223]
[68.72787251 14.13277382]
[68.63450843 14.24764841]
[68.46136809 14.47728452]
[68.24346844 14.70536806]
[68.01303496 14.77918784]
[67.68415543 14.69771155]
[67.32580241 14.51681391]
[67.13362961 14.44315369]
[66.71725051 14.11991202]
[66.38195615 13.76674582]
[66.11323781 13.3266858 ]
[65.92446355 12.77089517]
[65.83167491 12.21364106]
[65.75335171 11.69874035]
[65.66896997 11.59908588]
[65.50523075 11.67196166]
[65.31823144 11.97434459]
[65.09207235 12.39173203]
[64.85457888 12.93819779]
[64.68735164 13.55555037]
[64.65183171 13.85650111]
[64.60494411 14.51498358]
[64.71031584 15.19364324]
[64.8218137  15.82230673]
[64.95907793 16.50558208]
[65.19080919 17.1153084 ]
[65.46177576 17.72849389]
[65.64612389 18.02439715]
[65.99043828 18.63656033]
[66.34839353 19.30477965]
[66.61111906 20.07954351]
[66.84254313 20.78285831]
[66.92278758 21.43181839]
[66.94245565 21.7565023 ]
[66.84458847 22.35207769]
[66.70512323 22.90602816]
[66.53872526 23.47460217]
[66.58782054 23.91072267]
[66.7996047 24.3142068]
[67.02083889 24.68634806]
[67.18687692 24.8368868 ]
[67.72128554 25.07600863]
[68.37692862 25.32544921]
[69.11203451 25.55811203]
[69.77679612 25.72207746]
[70.40084991 25.84182383]
[70.68370994 25.86187767]
[71.19481578 25.8894731 ]
[71.74407526 25.83212063]
[72.18522683 25.76389777]
[72.59787442 25.61280882]
[72.99553069 25.37857092]
[73.37929933 25.13095529]
[73.53682544 24.94538441]
[73.90567719 24.61478767]
[74.42028193 24.15611114]
[74.8916021  23.62845746]
[75.38836544 23.04482865]
[75.73984589 22.53472789]
[75.93523134 22.26536204]
[76.18087126 21.78584683]
[76.41447369 21.4042549 ]
[76.72900009 21.14647159]
[77.05741316 20.95822605]
[77.38001544 20.88375363]
[77.55218874 20.92187782]
[77.85567861 20.91539748]
[78.17240855 20.93646818]
[78.35847362 21.07160473]
[78.4789231  21.23588417]
[78.58808835 21.56710843]
[78.90972027 22.08762131]
[79.03158136 22.40398171]
[79.3794673  23.13358367]
[79.74245018 23.85443335]
[79.92487176 24.59294622]
[80.03624201 25.29433001]
[80.04254285 25.97028569]
[80.16334818 26.63633146]
[80.21912281 26.97910315]
[80.39560099 27.63453221]
[80.61081699 28.31133585]
[80.8260369 28.9913969]
[81.06669725 29.64214172]
[81.20197119 30.18593525]
[81.11239178 30.33981265]
[80.98523838 30.64575655]
[80.8964437  30.88182756]
[80.72946079 31.10701557]
[80.48229713 31.12964071]
[80.26046598 31.0965269 ]
[80.10366344 31.06104381]
[79.88084142 30.95269512]
[79.65676681 30.74057585]
[79.41035605 30.56202174]
[79.26067598 30.3708114 ]
[79.10094939 30.14972859]
[78.98442567 29.96175779]
[78.90430053 29.87316018]
[78.69964063 29.50627225]
[78.43253989 28.97492504]
[78.3115945  28.43747602]
[78.36339324 27.9886338 ]
[78.2938723  27.65948894]
[78.25316431 27.55026383]
[78.04123879 27.38953393]
[77.74216837 27.31505373]
[77.38648588 27.32573662]
[77.07001926 27.33524166]
[76.7673168  27.41351688]
[76.49011649 27.43571151]
[76.35795828 27.43969656]
[76.10707064 27.47495922]
[75.6180262  27.54515594]
[75.01097217 27.77154584]
[74.51082095 27.88184608]
[74.09916384 27.93624838]
[73.86016666 27.98533062]
[73.44661319 27.95649254]
[73.12596042 27.92472685]
[72.72600892 27.90354848]
[72.32348566 27.80445584]
[71.94655856 27.66265526]
[71.52895804 27.52187872]
[71.28585497 27.4175619 ]
[70.9606464  27.23183441]
[70.62092988 27.0043983 ]
[70.33343751 26.70526675]
[70.0588369  26.39141853]
[69.73969113 26.17654482]
[69.37258608 26.01870399]
[69.15488404 25.95358743]
[68.77612101 25.95010498]
[68.47918371 26.0004641 ]
[68.21012099 26.10622391]
[67.91479762 26.26894573]
[67.64693085 26.45907051]
[67.49950354 26.56157754]
[67.28676984 26.80643664]
[67.08860463 27.10711553]
[66.80860335 27.39625182]
[66.65217367 27.75199305]
[66.46800875 28.08051984]
[66.43152266 28.30624221]
[66.44040495 28.76901341]
[66.45062676 29.30157457]
[66.32443986 29.8102876 ]
[66.22034283 30.36770255]
[66.06699717 30.86291382]
[65.81040603 31.34837743]
[65.7064653  31.60394335]
[65.48660367 32.19942856]
[65.25724172 32.86185939]
[65.06769434 33.6406975 ]
[64.83831773 34.41794263]
[64.63700773 35.23568663]
[64.56188471 35.55967957]
[64.34877845 36.46111473]
[64.20732763 37.28194194]
[64.07475377 38.10896717]
[64.00158434 38.91900543]
[63.96895391 39.72802943]
[64.07418936 40.28535836]
[64.25163306 40.44133527]
[64.66966047 40.64160053]
[65.06032142 40.74635287]
[65.45626198 40.81473091]
[65.80932356 40.88053292]
[66.16226866 40.96008516]
[66.37383996 40.95977058]
[66.9795722 40.8887684]
[67.63653183 40.73252288]
[68.30528516 40.54833374]
[68.86596573 40.38339165]
[69.43815141 40.33085423]
[69.65192736 40.3067098 ]
[70.09439792 40.24307223]
[70.46636637 40.20699517]
[70.84909   40.1991708]
[71.25040895 40.27619449]
[71.64154368 40.3871102 ]
[72.30818566 40.50571638]
[72.66781553 40.58417674]
[73.25332214 40.73363303]
[73.79692575 40.80276062]
[74.26007891 40.84835721]
[74.65463056 40.74698927]
[74.98146027 40.53977051]
[75.29471995 40.3196892 ]
[75.39801327 40.16448651]
[75.63069335 39.83922642]
[75.78459744 39.53144656]
[75.95127104 39.23303082]
[76.16067771 38.75075812]
[76.60004645 38.22462391]
[76.80643565 37.95545953]
[77.21163141 37.30796909]
[77.4289481  36.86103433]
[77.63550643 36.60598057]
[77.7770403  36.39481469]
[77.98532262 36.29014977]
[78.28641232 36.35168991]
[78.41496428 36.40397564]
[78.44559328 36.77140632]
[78.41118324 37.1688155 ]
[78.27102133 37.59078005]
[78.18470241 38.07174229]
[78.04643329 38.58217537]
[77.97099961 38.85807024]
[77.72970577 39.50932456]
[77.47551064 40.17474581]
[77.40306025 40.70879296]
[77.42200645 41.22446576]
[77.53194109 41.69444973]
[77.77201699 42.13022074]
[77.85227738 42.30247054]
[78.0775818  42.61626998]
[78.28727904 42.71380477]
[78.44372479 42.71922552]
[78.50839466 42.67523425]
[78.49566415 42.70298339]
[78.50969706 42.7970555 ]
[78.4191348  42.85594459]
[78.4191348  42.85594459]
[78.4191348  42.85594459]
[78.4191348  42.85594459]
[78.38006709 42.85798169]
[78.38006709 42.85798169]
[78.38006709 42.85798169]
[78.38006709 42.85798169]
[78.39309015 42.85730263]
[78.40611272 42.8566236 ]
[78.40611272 42.8566236 ]
[78.40611272 42.8566236 ]
[78.40611272 42.8566236 ]
[78.38006709 42.85798169]
[78.39323586 42.87083845]
[78.40611272 42.8566236 ]
[78.36704355 42.85866077]
[78.36704355 42.85866077]
[78.40611272 42.8566236 ]
[78.36704355 42.85866077]
[78.38021292 42.87151776]
[78.38021292 42.87151776]
[78.36704355 42.85866077]
[77.4432883 43.0966725]
[76.80212888 43.06241932]
[76.61878421 43.05843538]
[76.47624895 43.18808983]
[76.34579163 43.23567203]
[76.17532498 43.23104454]
[76.04310197 43.14288909]
[75.8583505  43.05743077]
[75.7131899  42.99703969]
[75.30860323 42.76123962]
[74.96607    42.42103275]
[74.53486587 41.98969307]
[74.21204467 41.61231713]
[73.7350922  41.38950878]
[73.5020255  41.29538514]
[73.10706882 41.22114916]
[72.7233618  41.22728789]
[72.3526237  41.25944766]
[71.9823442  41.34641154]
[71.59877355 41.54143128]
[71.48008455 41.6022129 ]
[71.2040458  41.80804964]
[70.76670715 42.02253692]
[70.18363993 42.28244229]
[69.46306667 42.5273655 ]
[68.71745914 42.75810382]
[68.41088249 42.85643289]
[67.81447202 43.00625006]
[67.31859474 43.10082161]
[66.91284521 43.01144795]
[66.48280713 42.93118459]
[66.17956934 42.89177104]
[66.00368677 42.87325835]
[65.80043511 42.84233517]
[65.61056242 42.81069626]
[65.41972725 42.7376275 ]
[65.24229168 42.66381804]
[65.16086836 42.65417182]
[65.10590652 42.61551135]
[64.99623657 42.55198245]
[64.9559268  42.56787528]
[64.94210539 42.55475116]
[64.91590128 42.5975863 ]
[64.80992178 42.71367277]
[64.70334416 42.80214473]
[64.55727432 42.9480047 ]
[64.3015759  43.04424172]
[64.03126503 43.09976682]
[63.73570079 43.25355088]
[63.44144418 43.47659784]
[63.30768903 43.58054109]
[63.09415524 43.77180766]
[62.79981284 43.89434777]
[62.43114061 43.959553  ]
[61.85872597 43.96254878]
[61.17899552 44.09619892]
[60.85312596 44.19705453]
[60.31889217 44.18416235]
[59.83732659 44.11273619]
[59.45076459 44.02215711]
[59.11665929 43.84507257]
[59.03927005 43.48693432]
[59.0684334  42.98356602]
[59.06206808 42.71892002]
[59.13282727 42.22697784]
[59.21736101 41.73415789]
[59.31733641 41.31024094]
[59.52530109 40.79711191]
[59.86570808 40.0679766 ]
[60.07388996 39.60732327]
[60.4518265  38.73752226]
[60.72197616 37.95644802]
[60.89713739 37.22135528]
[60.95019456 36.54719164]
[60.92158153 35.90401547]
[60.90104884 35.61051481]
[60.77590072 34.95638988]
[60.63816404 34.35818667]
[60.40360049 33.74899331]
[60.1680416  33.11080806]
[59.86450002 32.53056646]
[59.70598342 32.25444434]
[59.3733943  31.64561554]
[59.06518381 30.92179538]
[58.79869731 30.22358926]
[58.55744295 29.43838542]
[58.35815944 28.6789423 ]
[58.33587173 28.33899191]
[58.31072926 27.66976379]
[58.37833798 26.99921027]
[58.52919864 26.31167278]
[58.75207447 25.72162334]
[59.01637934 25.11618368]
[59.14852977 24.81346846]
[59.44557118 24.2741753 ]
[59.7952826  23.76680993]
[60.13098356 23.25996724]
[60.41045083 22.72608197]
[60.6737866  22.09282211]
[60.90845536 21.41736516]
[60.98374542 21.05906532]
[61.06757004 20.45779656]
[61.04049113 19.85834923]
[60.9572509  19.23084437]
[60.81837714 18.60368331]
[60.59625736 17.99150214]
[60.47861073 17.70671267]
[60.18770635 17.15175807]
[59.87012051 16.66820853]
[59.54910443 16.05453432]
[59.22623538 15.3822675 ]
[58.87415231 14.68035135]
[58.7445441 14.3108609]
[58.50270547 13.56206398]
[58.44433811 12.86825494]
[58.41433564 12.18801025]
[58.46959766 11.54999811]
